
. Module name, ATOMS, SHARED ARITHMATIC MODE, COMB ARITHMETIC MODE, REGISTERS, SYNC RAMS, MACs
.	.	.	.	.	.	. soc_event_queue_26_1, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_10, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_100, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_101, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_102, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_103, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_104, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_105, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_106, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_107, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_108, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_109, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_11, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_110, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_111, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_112, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_113, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_114, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_115, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_116, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_117, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_118, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_119, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_12, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_120, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_121, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_122, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_123, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_124, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_125, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_126, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_127, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_128, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_129, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_13, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_130, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_131, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_132, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_133, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_134, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_14, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_15, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_16, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_17, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_18, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_19, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_20, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_21, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_22, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_23, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_24, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_25, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_26, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_27, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_28, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_29, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_3, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_30, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_31, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_32, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_33, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_34, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_35, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_36, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_37, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_38, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_39, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_4, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_40, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_41, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_42, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_43, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_44, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_45, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_46, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_47, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_48, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_49, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_5, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_50, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_51, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_52, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_53, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_54, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_55, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_56, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_57, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_58, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_59, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_6, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_60, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_61, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_62, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_63, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_64, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_65, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_66, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_67, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_68, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_69, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_7, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_70, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_71, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_72, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_73, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_74, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_75, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_76, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_77, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_78, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_79, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_8, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_80, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_81, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_82, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_83, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_84, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_85, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_86, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_87, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_88, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_89, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_9, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_90, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_91, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_92, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_93, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_94, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_95, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_96, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_97, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_98, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_26_99, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_1, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_10, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_11, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_12, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_13, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_14, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_15, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_16, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_17, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_18, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_19, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_20, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_21, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_22, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_23, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_24, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_25, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_26, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_27, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_28, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_29, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_3, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_30, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_31, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_4, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_5, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_6, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_7, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_8, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. soc_event_queue_44_9, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. udma_subsystem_Z83, 0, 32, 1196, 4813, 5, 2
.	.	.	.	.	.	. camera_if_19s_20s_8s_8s, 0, 0, 80, 198, 0, 0
.	.	.	.	.	.	.	. camera_reg_if_19s_20s, 0, 0, 0, 116, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_16s_8s, 0, 0, 0, 35, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_16s_8s, 0, 0, 0, 11, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_16s_8s, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_8s_3s_5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab_4, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_8s_5, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_7, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_12_5, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_16s_8s, 0, 0, 0, 24, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_8s_12_5_1, 0, 0, 0, 16, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_3_5_1, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. udma_core_Z82, 0, 0, 623, 1162, 2, 0
.	.	.	.	.	.	.	. pulp_clock_gating_10, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_3, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_4, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_6, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_7, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_9, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_async_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_21_7, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_async_1, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_21_6, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_async_3, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_21_4, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_async_4, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_21_3, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_async_5, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_21_2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. pulp_clock_gating_async_7, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. udma_apb_if_32s_9, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. udma_ctrl_19s_20s_8, 0, 0, 0, 40, 0, 0
.	.	.	.	.	.	.	. udma_rx_channels_Z81, 0, 0, 245, 412, 1, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_38s_4s_2s, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_59s_4s_2s, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. udma_arbiter_8_3s, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_7, 0, 0, 35, 44, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_7_0, 0, 0, 35, 44, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_7_1, 0, 0, 35, 44, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_7_2, 0, 0, 35, 44, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_7_3, 0, 0, 35, 44, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_7_4, 0, 0, 35, 44, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_7_5, 0, 0, 35, 44, 0, 0
.	.	.	.	.	.	.	.	. udma_stream_unit_19s_32s_1s_0s, 0, 0, 0, 79, 1, 0
.	.	.	.	.	.	.	.	.	. io_tx_fifo_32s_4s_2s, 0, 0, 0, 77, 1, 0
.	.	.	.	.	.	.	.	.	.	. io_generic_fifo_32s_4s_2s_0, 0, 0, 0, 77, 1, 0
.	.	.	.	.	.	.	. udma_tx_channels_Z80, 0, 0, 378, 698, 1, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_27s_4s_2s, 0, 0, 0, 29, 1, 0
.	.	.	.	.	.	.	.	. udma_arbiter_10_4s, 0, 0, 0, 10, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s, 0, 0, 54, 82, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_10, 0, 0, 54, 82, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_11, 0, 0, 54, 82, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_12, 0, 0, 54, 82, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_6, 0, 0, 54, 82, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_8, 0, 0, 54, 82, 0, 0
.	.	.	.	.	.	.	.	. udma_ch_addrgen_19s_20s_1s_9, 0, 0, 54, 82, 0, 0
.	.	.	.	.	.	. udma_filter_32s_8s_19s_20s, 0, 32, 276, 1289, 2, 2
.	.	.	.	.	.	.	. udma_filter_au_32s, 0, 32, 0, 129, 0, 2
.	.	.	.	.	.	.	. udma_filter_bincu_32s_20s, 0, 0, 42, 21, 0, 0
.	.	.	.	.	.	.	. udma_filter_reg_if_19s_20s, 0, 0, 0, 672, 0, 0
.	.	.	.	.	.	.	. udma_filter_rx_dataout_32s_8s_19s_4s_20s, 0, 0, 40, 47, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_32s_4s_2s_1, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_filter_tx_datafetch_32s_8s_19s_20s_0, 0, 0, 97, 206, 1, 0
.	.	.	.	.	.	.	.	. io_tx_fifo_mark_32s_4s_2s_34s_1, 0, 0, 0, 86, 1, 0
.	.	.	.	.	.	.	.	.	. io_generic_fifo_34s_4s_2s_1, 0, 0, 0, 77, 1, 0
.	.	.	.	.	.	.	. udma_filter_tx_datafetch_32s_8s_19s_20s_1, 0, 0, 97, 210, 1, 0
.	.	.	.	.	.	.	.	. io_tx_fifo_mark_32s_4s_2s_34s_0, 0, 0, 0, 90, 1, 0
.	.	.	.	.	.	.	.	.	. io_generic_fifo_34s_4s_2s_0, 0, 0, 0, 81, 1, 0
.	.	.	.	.	.	. udma_i2c_top_19s_20s_0, 0, 0, 46, 280, 0, 0
.	.	.	.	.	.	.	. io_tx_fifo_8s_2s_1s_1_1, 0, 0, 0, 22, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_8s_2s_1s_1_1, 0, 0, 0, 20, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_8s_4s_3_1, 0, 0, 0, 19, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_8s_4s_3_2, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_0_2, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_4_6, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_0_2, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_8s_4s_3_2, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_0_2, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_0_2, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_8s_4s_3_2, 0, 0, 0, 34, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_8s_4s_2, 0, 0, 0, 22, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_8s_4s_3_2, 0, 0, 0, 15, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_4s_2s_7, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_4s_2s_8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab_8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_0_3_2, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_4_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_0_3_2, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_8s_4s_2, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_0_3_2, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_0_3_2, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_i2c_control_1, 0, 0, 46, 138, 0, 0
.	.	.	.	.	.	.	.	. udma_i2c_bus_ctrl_1, 0, 0, 31, 76, 0, 0
.	.	.	.	.	.	.	. udma_i2c_reg_if_19s_20s_1, 0, 0, 0, 67, 0, 0
.	.	.	.	.	.	. udma_i2c_top_19s_20s_1, 0, 0, 46, 280, 0, 0
.	.	.	.	.	.	.	. io_tx_fifo_8s_2s_1s_1_0, 0, 0, 0, 22, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_8s_2s_1s_1_0, 0, 0, 0, 20, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_8s_4s_2, 0, 0, 0, 19, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_8s_4s_3_1, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_0_3_1, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_4_5, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_0_3_1, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_8s_4s_3_1, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_0_3_1, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_0_3_1, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_8s_4s_3_0, 0, 0, 0, 34, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_8s_4s_3_0, 0, 0, 0, 22, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_8s_4s_3_0, 0, 0, 0, 15, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_4s_2s_3, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_4s_2s_4, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab_6, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_0_3_0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_4_4, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_0_3_0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_8s_4s_3_0, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_0_3_0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_0_3_0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_i2c_control_0, 0, 0, 46, 138, 0, 0
.	.	.	.	.	.	.	.	. udma_i2c_bus_ctrl_0, 0, 0, 31, 76, 0, 0
.	.	.	.	.	.	.	. udma_i2c_reg_if_19s_20s_0, 0, 0, 0, 67, 0, 0
.	.	.	.	.	.	. udma_i2s_top_19s_20s_4s, 0, 0, 26, 289, 0, 0
